Flow*,P,Q,P | F(Q),tentative eval,root detection,composing flowpipe,Total
92.59067344665527,18.71860671043396,83.29931211471558,102.14782071113586,4.469616889953613,0.03774881362915039,92.64308166503906,194.8646640777588
92.45299983024597,18.71280336380005,83.21862697601318,102.05088686943054,4.458257436752319,0.03774571418762207,92.57916522026062,194.63076257705688
92.59705591201782,18.803084135055542,83.42778539657593,102.34334516525269,4.465837240219116,0.03782176971435547,92.85556602478027,195.06560039520264
92.54964232444763,18.714394092559814,83.239755153656,102.07862186431885,4.474351644515991,0.03782200813293457,92.57032561302185,194.7530961036682
92.33546423912048,18.784230947494507,83.11909866333008,102.01573896408081,4.494251251220703,0.037685394287109375,92.50826334953308,194.4764769077301
92.54202961921692,18.868814945220947,83.21150469779968,102.21884560585022,4.473448038101196,0.037615060806274414,92.71272087097168,194.88428854942322
92.46624445915222,18.79000234603882,83.1034984588623,102.01266860961914,4.514049291610718,0.03789806365966797,92.48580622673035,194.6166694164276
92.20133066177368,18.725963592529297,83.08210897445679,101.92227721214294,4.492081165313721,0.03767228126525879,92.42207264900208,194.25524640083313
92.23459839820862,18.675575733184814,83.03351640701294,101.82653570175171,4.4623799324035645,0.037834882736206055,92.36591935157776,194.18717885017395
92.19495368003845,18.75815463066101,82.97233939170837,101.84715938568115,4.45439600944519,0.03766226768493652,92.38122034072876,194.1731996536255
92.15917372703552,18.68299698829651,83.05127882957458,101.8496744632721,4.459590196609497,0.037819862365722656,92.39402174949646,194.1440761089325
92.37807106971741,18.741812467575073,83.1057825088501,101.96008038520813,4.451095104217529,0.037587881088256836,92.51171898841858,194.4628391265869
92.15435528755188,18.8308002948761,83.12917494773865,102.08413362503052,4.483660697937012,0.03772282600402832,92.58087182044983,194.3634262084961
92.10965013504028,18.75307536125183,83.13143515586853,102.00077724456787,4.470085859298706,0.037703752517700195,92.51749873161316,194.23606872558594
91.95954823493958,18.75343894958496,83.12781119346619,102.00406002998352,4.457550287246704,0.03759884834289551,92.51973795890808,194.0870201587677
92.10671877861023,18.786221981048584,83.06574964523315,101.96739888191223,4.483784437179565,0.03819131851196289,92.46900939941406,194.2045087814331
92.1822419166565,20.07196807861328,88.46021962165833,112.23110175132751,4.803715467453003,0.0390322208404541,98.18624448776245,204.54917097091675
92.53674864768982,18.75607419013977,83.11495018005371,101.99177575111389,4.476560354232788,0.03839898109436035,92.49264097213745,194.65737295150757
92.50408172607422,18.90619659423828,83.23642063140869,102.2564046382904,4.479248762130737,0.03865218162536621,92.74542427062988,194.8860146999359
92.60556292533875,18.714295148849487,83.19562292098999,102.0224609375,4.467086315155029,0.03827786445617676,92.53874373435974,194.76265454292297
145.1552562713623,20.504937648773193,89.56024718284607,110.1864025592804,4.9829442501068115,0.03907012939453125,99.41141557693481,255.7084197998047
