,Flow*,P,Q,Total
Masked,92.54897952079773,5.981379842758178,0.3650591611862183,99.14142367839813
Unmasked,92.41649925708771,18.755163049697877,83.17075462341309,194.59071829319
Masked R,92.5462996006012,0.2630674123764038,32.291055822372435,125.36584544181824
Unmasked R,92.39126372337341,19.8350576877594,82.91837549209595,195.38922500610352
