,Flow*,P,Q,P | G(Q),tentative eval,root detection,composing flowpipe,Total
0,49.29907250404358,7.135237455368042,47.5243616104126,54.76560854911804,2.4302456378936768,7.004652976989746,41.86122274398804,104.20995426177979
1,48.83829927444458,7.245666027069092,47.82304263114929,55.1668221950531,2.4607436656951904,7.185518980026245,42.2139310836792,104.15805077552795
2,47.541438579559326,6.832674026489258,50.91780734062195,57.84911227226257,2.484907388687134,7.362030267715454,44.64436197280884,105.54034042358398
3,51.22960948944092,6.847406387329102,52.11611795425415,59.05783247947693,2.4882495403289795,7.526532888412476,45.5534508228302,110.45173525810242
4,48.166820764541626,7.286149501800537,48.21858859062195,55.60156607627869,2.625331163406372,7.154878377914429,42.418490171432495,103.9273955821991
