Flow*,P,Q,P | G(Q),tentative eval,root detection,composing flowpipe,Total
68.33757734298706,5.649991273880005,18.277900457382202,24.029205799102783,0.8199403285980225,1.2891724109649658,21.02702045440674,92.56966948509216
72.34780597686768,4.636106729507446,20.672691583633423,25.424393892288208,0.6942141056060791,1.363915205001831,22.434847116470337,97.97069954872131
88.20770144462585,4.2351155281066895,17.262629508972168,21.61378836631775,0.6696860790252686,1.1740589141845703,18.915291786193848,110.06605172157288
55.022443532943726,3.8663134574890137,17.933233976364136,21.898303031921387,0.5910999774932861,1.1452012062072754,19.35455870628357,77.1133804321289
63.86553072929382,4.235288381576538,17.72734308242798,22.061807870864868,0.6228272914886475,1.1556200981140137,19.469428300857544,86.13664412498474
54.06777834892273,4.926925182342529,16.889967918395996,21.914974451065063,0.6676170825958252,1.1454992294311523,19.303107023239136,76.19679975509644
64.84624147415161,5.2784600257873535,21.218740701675415,26.611576795578003,0.8321425914764404,1.33837890625,23.504652500152588,91.6620569229126
64.25943303108215,5.532586336135864,20.314706087112427,25.958775520324707,0.9426953792572021,1.268676519393921,22.87164878845215,90.42472267150879
62.268996715545654,5.270756006240845,18.85358190536499,24.239426612854004,0.7478182315826416,1.2011017799377441,21.44133687019348,86.73886013031006
72.72111463546753,4.53402042388916,20.48929762840271,25.123525142669678,0.6870377063751221,1.321913480758667,22.233434200286865,98.02049708366394
53.92210412025452,3.8397862911224365,18.648465156555176,22.58583402633667,0.604956865310669,1.1140427589416504,20.096548557281494,76.64736795425415
62.29126501083374,4.476202487945557,16.82359790802002,21.40368413925171,0.6962704658508301,1.0643529891967773,18.884594917297363,83.86147952079773
54.909629344940186,4.870031356811523,19.408379077911377,24.384257555007935,0.6879434585571289,1.212836742401123,21.651463747024536,79.44526267051697
65.68527245521545,3.737454652786255,19.69032883644104,23.520528554916382,0.6766695976257324,1.1657841205596924,20.889113664627075,89.40755367279053
59.114941358566284,5.285297870635986,18.186726331710815,23.572846174240112,0.758091926574707,1.153533935546875,20.8554208278656,82.85043406486511
64.444167137146,3.696399688720703,15.336676120758057,19.115696907043457,0.5293939113616943,0.9563443660736084,16.969437837600708,83.68459510803223
54.45616173744202,5.311014413833618,16.89749550819397,22.331921100616455,0.7591500282287598,1.106959342956543,19.67281436920166,77.01680183410645
65.49684619903564,3.488757848739624,16.545917749404907,20.12177348136902,0.5618898868560791,1.006030559539795,17.860831260681152,85.78208208084106
48.31125235557556,3.033953905105591,13.232417583465576,16.343212604522705,0.5023713111877441,0.8223593235015869,14.434606075286865,64.7710349559784
49.4883291721344,4.312530279159546,12.071722269058228,16.462287664413452,0.5488193035125732,0.8235347270965576,14.504361867904663,66.07134008407593
