Flow*,P,Q,P | F(Q),tentative eval,root detection,composing flowpipe,Total
64.11637592315674,0.23027896881103516,22.81270122528076,23.11693263053894,0.6276288032531738,0.8958420753479004,20.902502059936523,87.33457803726196
64.45616269111633,0.2355186939239502,22.959207773208618,23.271785497665405,0.6114563941955566,0.9060707092285156,21.059719800949097,87.82177662849426
64.04545331001282,0.26711320877075195,22.793280601501465,23.887232065200806,0.6042578220367432,0.9013137817382812,20.92995810508728,88.03562617301941
64.05294847488403,0.2750101089477539,22.723215341567993,23.809362411499023,0.6177730560302734,0.8957235813140869,20.86652636528015,87.97853541374207
64.08972573280334,0.2535862922668457,22.91040825843811,23.97495126724243,0.6282544136047363,0.9030814170837402,21.012899160385132,88.17038536071777
64.35297751426697,0.2570335865020752,22.881711959838867,23.958072423934937,0.6218523979187012,0.8983876705169678,20.98990488052368,88.41146469116211
76.9966356754303,0.265516996383667,24.938024044036865,25.29456901550293,0.6837527751922607,0.9988846778869629,22.811179876327515,102.5342264175415
77.09306907653809,0.257615327835083,24.975059509277344,25.31320548057556,0.6996340751647949,1.003582239151001,22.8225200176239,102.65411472320557
77.43693685531616,0.2884185314178467,25.057395696640015,25.42666745185852,0.7029650211334229,1.008650541305542,22.918774843215942,103.09361433982849
76.4038679599762,0.28934669494628906,25.041808605194092,25.4096999168396,0.7023835182189941,1.0033540725708008,22.921014070510864,102.05929803848267
67.05799531936646,0.23215770721435547,22.90700650215149,23.227314233779907,0.6021523475646973,0.90818190574646,21.00407838821411,90.45024561882019
67.10026955604553,0.23402070999145508,22.944897651672363,23.266051530838013,0.6180374622344971,0.9105432033538818,21.02130389213562,90.52546501159668
67.44922280311584,0.24614405632019043,23.093605756759644,23.424963235855103,0.6488776206970215,0.9117567539215088,21.152848720550537,91.04410362243652
66.8294746875763,0.23646116256713867,23.017268657684326,23.333227396011353,0.6155514717102051,0.9117670059204102,21.09528088569641,90.31923866271973
64.48317122459412,0.2420034408569336,22.914107084274292,23.234793663024902,0.5956344604492188,0.8987033367156982,21.043281078338623,87.8172378540039
64.02995038032532,0.2454988956451416,22.788803815841675,23.11012363433838,0.6118690967559814,0.8982627391815186,20.90941572189331,87.23912143707275
64.02367496490479,0.22819995880126953,22.819478273391724,23.124844074249268,0.600883960723877,0.8993022441864014,20.926146984100342,87.25301313400269
64.20315551757812,0.2251265048980713,22.863145351409912,23.170615196228027,0.5983574390411377,0.8974030017852783,20.97239851951599,87.47749495506287
64.0004096031189,0.23032522201538086,22.748511791229248,23.0569007396698,0.5974719524383545,0.897320032119751,20.866483211517334,87.14857029914856
64.45033049583435,0.23368501663208008,22.986602067947388,23.30456304550171,0.5996155738830566,0.9016587734222412,21.103487253189087,87.85441088676453
64.06210422515869,0.25348782539367676,22.754488706588745,23.09389066696167,0.6104717254638672,0.8972845077514648,20.888038158416748,87.24774527549744
64.06431651115417,0.24353742599487305,22.851516246795654,23.18214988708496,0.6093997955322266,0.8983268737792969,20.972290754318237,87.34004950523376
64.43031120300293,0.23916196823120117,22.92258071899414,23.249420404434204,0.6124608516693115,0.9090933799743652,21.012148141860962,87.78310108184814
64.20323967933655,0.2334766387939453,22.771164894104004,23.095481872558594,0.6140115261077881,0.8952999114990234,20.88017439842224,87.41271257400513
64.12385892868042,0.24696588516235352,22.748162031173706,23.08087134361267,0.6171417236328125,0.8966994285583496,20.857317209243774,87.31693387031555
64.00841021537781,0.23394060134887695,22.882928371429443,23.20276713371277,0.6085944175720215,0.8983020782470703,20.989017724990845,87.31813073158264
63.93925857543945,0.23334169387817383,22.875725746154785,23.193498849868774,0.6124720573425293,0.8960986137390137,20.986745595932007,87.23637628555298
64.3985607624054,0.23447680473327637,22.766831398010254,23.094025135040283,0.6176896095275879,0.8956060409545898,20.86919617652893,87.58629941940308
63.9523389339447,0.22728395462036133,22.747315406799316,23.068763494491577,0.6075592041015625,0.8967647552490234,20.856218338012695,87.11395001411438
64.04376220703125,0.22290873527526855,22.81558918952942,23.125913381576538,0.6061427593231201,0.9001712799072266,20.914860725402832,87.26494002342224
63.896838665008545,0.2276935577392578,22.78047466278076,23.082355976104736,0.5968503952026367,0.8976202011108398,20.900781393051147,87.08019685745239
63.866310834884644,0.23311924934387207,22.72409415245056,23.045257329940796,0.6207334995269775,0.896085262298584,20.822372674942017,87.02101397514343
64.24917554855347,0.21958088874816895,22.832680463790894,23.14357089996338,0.5963659286499023,0.8974084854125977,20.94350028038025,87.49207663536072
64.00425219535828,0.22268247604370117,22.961920976638794,23.271584510803223,0.621584415435791,0.9036316871643066,21.039486408233643,87.37735414505005
63.840872049331665,0.28737902641296387,22.716838836669922,25.5558922290802,0.6007304191589355,0.8978424072265625,20.879271030426025,89.49569249153137
63.76179528236389,0.2900424003601074,22.68317437171936,25.598424911499023,0.6052634716033936,0.8923628330230713,20.851091146469116,89.45730328559875
63.712814807891846,0.2819664478302002,22.814796686172485,25.74350643157959,0.6131255626678467,0.9023528099060059,20.95112109184265,89.55293846130371
64.1182541847229,0.242417573928833,22.805842876434326,25.531932592391968,0.6218945980072021,0.8918161392211914,20.91170835494995,89.75223469734192
57.56093788146973,0.27269577980041504,20.070738315582275,20.405937433242798,0.5627849102020264,0.8190200328826904,18.311543464660645,78.21033477783203
57.395033836364746,0.26924896240234375,20.12728762626648,20.45844030380249,0.5611279010772705,0.8215632438659668,18.3669912815094,78.09150981903076
