Depth	Unmasked Time	Masked Time
0	2.930541268957313	2.07082535198424
1	8.08373112505069	3.1470966350170784
2	34.37881634896621	3.8528122199932113
3	64.09778007399291	4.316026224987581
4	192.60194336500717	5.328755916038062
5	398.5604258349631	5.916468060982879
